,MinLoggedUTC,MaxExternalBookingID,PaxType,ChannelID,RoleName,TripOriginLocationCode,TripDestinationLocationCode,NumberOfPassengers,FareClass,TripType,TreatmentRank,SegmentOriginLocationCode,SegmentDestinationLocationCode,TripReturnTravelDate,TripFirstTravelDate,SegmentFirstTravelDate,TotalFare,JourneySalesDate,AgeOfPassengersArray,FirstPaxProgramLevel,TreatmentProductSequence,TreatmentRanked,TreatmentIDBook,QuantityBooked,FinalStage,ProductID,ProductName,Amount,OriginalPrice,Role_Type,Price_Type
0,7/1/2019 12:00:25 AM,95612682,ADT,2,WWWM,RDU,DTW,2,Z,1,2,RDU,DTW,,8/21/2019 6:01:00 PM,8/21/2019 6:01:00 PM,56.6,2019-07-01T00:00:24,,,8,2,0,0,0,78,BAG1,33.0,30.0,INITIAL,CONTROL
1,7/1/2019 12:00:25 AM,95612682,ADT,2,WWWM,RDU,DTW,2,Z,1,2,RDU,DTW,,8/21/2019 6:01:00 PM,8/21/2019 6:01:00 PM,56.6,2019-07-01T00:00:24,,,1,2,0,0,0,84,COB1,36.0,25.0,INITIAL,CONTROL
2,7/1/2019 12:00:28 AM,95612977,ADT,2,TCMM,DEN,HRL,2,W,2,1,HRL,DEN,8/19/2019 10:39:00 AM,8/16/2019 3:35:00 PM,8/19/2019 10:39:00 AM,196.0,2019-07-01T00:00:28,035,B,8,1,0,0,0,78,BAG1,37.0,30.0,INITIAL,DISCOUNT
3,7/1/2019 12:00:28 AM,95612977,ADT,2,TCMM,DEN,HRL,2,W,2,1,HRL,DEN,8/19/2019 10:39:00 AM,8/16/2019 3:35:00 PM,8/19/2019 10:39:00 AM,196.0,2019-07-01T00:00:28,035,B,1,1,0,0,0,84,COB1,34.0,25.0,INITIAL,DISCOUNT
4,7/1/2019 12:00:28 AM,95612977,ADT,2,TCMM,DEN,HRL,2,W,2,2,DEN,HRL,8/19/2019 10:39:00 AM,8/16/2019 3:35:00 PM,8/16/2019 3:35:00 PM,196.0,2019-07-01T00:00:28,035,B,8,2,0,0,0,78,BAG1,29.0,30.0,INITIAL,DISCOUNT
5,7/1/2019 12:00:28 AM,95612977,ADT,2,TCMM,DEN,HRL,2,W,2,2,DEN,HRL,8/19/2019 10:39:00 AM,8/16/2019 3:35:00 PM,8/16/2019 3:35:00 PM,196.0,2019-07-01T00:00:28,035,B,1,2,0,0,0,84,COB1,38.0,25.0,INITIAL,DISCOUNT
6,7/1/2019 12:00:40 AM,95612810,ADT,2,WWWA,MYR,ISP,1,R,2,4,ISP,MYR,11/10/2019 7:10:00 AM,11/7/2019 10:04:00 AM,11/10/2019 7:10:00 AM,96.6,2019-07-01T00:00:40,,,8,4,0,0,0,78,BAG1,38.0,30.0,INITIAL,PREMIUM
7,7/1/2019 12:00:40 AM,95612810,ADT,2,WWWA,MYR,ISP,1,R,2,4,ISP,MYR,11/10/2019 7:10:00 AM,11/7/2019 10:04:00 AM,11/10/2019 7:10:00 AM,96.6,2019-07-01T00:00:40,,,1,4,611087434,1,2,84,COB1,37.0,25.0,INITIAL,PREMIUM
8,7/1/2019 12:00:40 AM,95612810,ADT,2,WWWA,MYR,ISP,1,R,2,3,MYR,ISP,11/10/2019 7:10:00 AM,11/7/2019 10:04:00 AM,11/7/2019 10:04:00 AM,96.6,2019-07-01T00:00:40,,,8,3,0,0,0,78,BAG1,39.0,30.0,INITIAL,PREMIUM
9,7/1/2019 12:00:40 AM,95612810,ADT,2,WWWA,MYR,ISP,1,R,2,3,MYR,ISP,11/10/2019 7:10:00 AM,11/7/2019 10:04:00 AM,11/7/2019 10:04:00 AM,96.6,2019-07-01T00:00:40,,,1,3,611087436,1,2,84,COB1,37.0,25.0,INITIAL,PREMIUM
10,7/1/2019 12:00:54 AM,95612609,ADT,4,MOBA,DEN,PHL,1,Y,1,1,DEN,PHL,,7/7/2019 12:40:00 AM,7/7/2019 12:40:00 AM,298.3,2019-07-01T00:00:00.0000000,,,7,1,0,0,0,78,BAG1,29.0,30.0,INITIAL,DISCOUNT
11,7/1/2019 12:00:54 AM,95612609,ADT,4,MOBA,DEN,PHL,1,Y,1,1,DEN,PHL,,7/7/2019 12:40:00 AM,7/7/2019 12:40:00 AM,298.3,2019-07-01T00:00:00.0000000,,,0,1,0,0,0,84,COB1,37.0,35.0,INITIAL,DISCOUNT
12,7/1/2019 12:00:54 AM,95612510,ADT,2,WWWA,FLL,CVG,1,R,1,2,FLL,CVG,,10/26/2019 4:48:00 PM,10/26/2019 4:48:00 PM,38.3,2019-07-01T00:00:52,,,8,2,0,0,0,78,BAG1,37.0,30.0,INITIAL,CONTROL
13,7/1/2019 12:00:54 AM,95612510,ADT,2,WWWA,FLL,CVG,1,R,1,2,FLL,CVG,,10/26/2019 4:48:00 PM,10/26/2019 4:48:00 PM,38.3,2019-07-01T00:00:52,,,1,2,0,0,0,84,COB1,33.0,25.0,INITIAL,CONTROL
14,7/1/2019 12:00:59 AM,95612606,ADT,4,MOBM,MSP,AUS,1,R,1,2,MSP,AUS,,7/1/2019 8:34:00 AM,7/1/2019 8:34:00 AM,39.0,2019-07-01T00:00:00.0000000,,BD,7,2,0,0,0,78,BAG1,38.0,30.0,INITIAL,PREMIUM
15,7/1/2019 12:00:59 AM,95612606,ADT,4,MOBM,MSP,AUS,1,R,1,2,MSP,AUS,,7/1/2019 8:34:00 AM,7/1/2019 8:34:00 AM,39.0,2019-07-01T00:00:00.0000000,,BD,0,2,0,0,0,84,COB1,38.0,35.0,INITIAL,PREMIUM
16,7/1/2019 12:01:04 AM,95612783,KFF,2,TCMM,ORD,BFM,5,W,2,6,BFM,ORD,8/14/2019 11:11:00 AM,8/10/2019 10:23:00 AM,8/14/2019 11:11:00 AM,396.1,2019-06-30T23:58:17,045042010009009,B,1,6,0,0,0,84,COB1,33.0,25.0,INITIAL,DISCOUNT
17,7/1/2019 12:01:04 AM,95612783,KFF,2,TCMM,ORD,BFM,5,W,2,6,BFM,ORD,8/14/2019 11:11:00 AM,8/10/2019 10:23:00 AM,8/14/2019 11:11:00 AM,396.1,2019-06-30T23:58:17,045042010009009,B,8,6,611085514,1,2,78,BAG1,33.0,30.0,INITIAL,DISCOUNT
18,7/1/2019 12:01:04 AM,95612783,KFF,2,TCMM,ORD,BFM,5,W,2,5,ORD,BFM,8/14/2019 11:11:00 AM,8/10/2019 10:23:00 AM,8/10/2019 10:23:00 AM,396.1,2019-06-30T23:58:17,045042010009009,B,1,5,0,0,0,84,COB1,32.0,25.0,INITIAL,DISCOUNT
19,7/1/2019 12:01:04 AM,95612783,KFF,2,TCMM,ORD,BFM,5,W,2,5,ORD,BFM,8/14/2019 11:11:00 AM,8/10/2019 10:23:00 AM,8/10/2019 10:23:00 AM,396.1,2019-06-30T23:58:17,045042010009009,B,8,5,611085515,1,2,78,BAG1,38.0,30.0,INITIAL,DISCOUNT
20,7/1/2019 12:01:19 AM,95615744,ADT,2,WWWA,CLT,PVD,4,W,2,2,PVD,CLT,8/12/2019 5:52:00 PM,7/27/2019 10:49:00 AM,8/12/2019 5:52:00 PM,436.4,2019-07-01T00:01:18,,,8,2,0,0,0,78,BAG1,45.0,30.0,INITIAL,DISCOUNT
21,7/1/2019 12:01:19 AM,95615744,ADT,2,WWWA,CLT,PVD,4,W,2,2,PVD,CLT,8/12/2019 5:52:00 PM,7/27/2019 10:49:00 AM,8/12/2019 5:52:00 PM,436.4,2019-07-01T00:01:18,,,1,2,0,0,0,84,COB1,39.0,25.0,INITIAL,DISCOUNT
22,7/1/2019 12:01:19 AM,95615744,ADT,2,WWWA,CLT,PVD,4,R,2,1,CLT,PVD,8/12/2019 5:52:00 PM,7/27/2019 10:49:00 AM,7/27/2019 10:49:00 AM,436.4,2019-07-01T00:01:18,,,8,1,0,0,0,78,BAG1,39.0,30.0,INITIAL,DISCOUNT
23,7/1/2019 12:01:19 AM,95615744,ADT,2,WWWA,CLT,PVD,4,R,2,1,CLT,PVD,8/12/2019 5:52:00 PM,7/27/2019 10:49:00 AM,7/27/2019 10:49:00 AM,436.4,2019-07-01T00:01:18,,,1,1,0,0,0,84,COB1,36.0,25.0,INITIAL,DISCOUNT
24,7/1/2019 12:01:27 AM,95612786,ADT,2,TCMM,PHL,SJU,3,T,2,1,SJU,PHL,9/24/2019 11:48:00 AM,9/17/2019 9:29:00 PM,9/24/2019 11:48:00 AM,476.28,2019-07-01T00:01:26,045,B,8,1,0,0,0,78,BAG1,38.0,30.0,INITIAL,PREMIUM
25,7/1/2019 12:01:27 AM,95612786,ADT,2,TCMM,PHL,SJU,3,T,2,1,SJU,PHL,9/24/2019 11:48:00 AM,9/17/2019 9:29:00 PM,9/24/2019 11:48:00 AM,476.28,2019-07-01T00:01:26,045,B,1,1,0,0,0,84,COB1,37.0,25.0,INITIAL,PREMIUM
26,7/1/2019 12:01:27 AM,95612786,ADT,2,TCMM,PHL,SJU,3,T,2,2,PHL,SJU,9/24/2019 11:48:00 AM,9/17/2019 9:29:00 PM,9/17/2019 9:29:00 PM,476.28,2019-07-01T00:01:26,045,B,8,2,0,0,0,78,BAG1,37.0,30.0,INITIAL,PREMIUM
27,7/1/2019 12:01:27 AM,95612786,ADT,2,TCMM,PHL,SJU,3,T,2,2,PHL,SJU,9/24/2019 11:48:00 AM,9/17/2019 9:29:00 PM,9/17/2019 9:29:00 PM,476.28,2019-07-01T00:01:26,045,B,1,2,0,0,0,84,COB1,42.0,25.0,INITIAL,PREMIUM
28,7/1/2019 12:01:30 AM,95612888,ADT,2,WWWA,CLE,SEA,1,T,2,4,SEA,CLE,8/21/2019 9:55:00 PM,8/14/2019 3:32:00 PM,8/21/2019 9:55:00 PM,190.6,2019-07-01T00:01:29,,,1,4,0,0,0,84,COB1,33.0,25.0,INITIAL,CONTROL
29,7/1/2019 12:01:30 AM,95612888,ADT,2,WWWA,CLE,SEA,1,T,2,4,SEA,CLE,8/21/2019 9:55:00 PM,8/14/2019 3:32:00 PM,8/21/2019 9:55:00 PM,190.6,2019-07-01T00:01:29,,,8,4,611095749,1,2,78,BAG1,38.0,30.0,INITIAL,CONTROL
30,7/1/2019 12:01:30 AM,95612888,ADT,2,WWWA,CLE,SEA,1,Q,2,2,CLE,SEA,8/21/2019 9:55:00 PM,8/14/2019 3:32:00 PM,8/14/2019 3:32:00 PM,190.6,2019-07-01T00:01:29,,,1,2,0,0,0,84,COB1,32.0,25.0,INITIAL,CONTROL
31,7/1/2019 12:01:30 AM,95612888,ADT,2,WWWA,CLE,SEA,1,Q,2,2,CLE,SEA,8/21/2019 9:55:00 PM,8/14/2019 3:32:00 PM,8/14/2019 3:32:00 PM,190.6,2019-07-01T00:01:29,,,8,2,611095750,1,2,78,BAG1,33.0,30.0,INITIAL,CONTROL
32,7/1/2019 12:01:40 AM,95612535,ADT,2,WWWA,SMF,LAS,2,R,1,2,SMF,LAS,,7/2/2019 10:32:00 PM,7/2/2019 10:32:00 PM,70.6,2019-07-01T00:01:39,,,8,2,0,0,0,78,BAG1,33.0,30.0,INITIAL,DISCOUNT
33,7/1/2019 12:01:40 AM,95612535,ADT,2,WWWA,SMF,LAS,2,R,1,2,SMF,LAS,,7/2/2019 10:32:00 PM,7/2/2019 10:32:00 PM,70.6,2019-07-01T00:01:39,,,1,2,0,0,0,84,COB1,33.0,25.0,INITIAL,DISCOUNT
34,7/1/2019 12:01:44 AM,95613535,ADT,2,WWWA,FLL,DEN,1,Q,2,4,DEN,FLL,8/5/2019 11:59:00 PM,8/2/2019 7:23:00 AM,8/5/2019 11:59:00 PM,226.6,2019-07-01T00:01:44,,,8,4,0,0,0,78,BAG1,37.0,30.0,INITIAL,CONTROL
35,7/1/2019 12:01:44 AM,95613535,ADT,2,WWWA,FLL,DEN,1,Q,2,4,DEN,FLL,8/5/2019 11:59:00 PM,8/2/2019 7:23:00 AM,8/5/2019 11:59:00 PM,226.6,2019-07-01T00:01:44,,,1,4,0,0,0,84,COB1,39.0,25.0,INITIAL,CONTROL
36,7/1/2019 12:01:44 AM,95613535,ADT,2,WWWA,FLL,DEN,1,M,2,2,FLL,DEN,8/5/2019 11:59:00 PM,8/2/2019 7:23:00 AM,8/2/2019 7:23:00 AM,226.6,2019-07-01T00:01:44,,,8,2,0,0,0,78,BAG1,38.0,30.0,INITIAL,CONTROL
37,7/1/2019 12:01:44 AM,95613535,ADT,2,WWWA,FLL,DEN,1,M,2,2,FLL,DEN,8/5/2019 11:59:00 PM,8/2/2019 7:23:00 AM,8/2/2019 7:23:00 AM,226.6,2019-07-01T00:01:44,,,1,2,0,0,0,84,COB1,39.0,25.0,INITIAL,CONTROL
38,7/1/2019 12:01:53 AM,95612980,ADT,2,WWWA,MSO,DEN,1,M,2,4,DEN,MSO,7/10/2019 2:55:00 PM,7/8/2019 5:58:00 PM,7/10/2019 2:55:00 PM,301.6,2019-07-01T00:01:53,,,8,4,0,0,0,78,BAG1,33.0,30.0,INITIAL,CONTROL
39,7/1/2019 12:01:53 AM,95612980,ADT,2,WWWA,MSO,DEN,1,M,2,4,DEN,MSO,7/10/2019 2:55:00 PM,7/8/2019 5:58:00 PM,7/10/2019 2:55:00 PM,301.6,2019-07-01T00:01:53,,,1,4,611104161,1,2,84,COB1,37.0,25.0,INITIAL,CONTROL
40,7/1/2019 12:01:53 AM,95612980,ADT,2,WWWA,MSO,DEN,1,B,2,2,MSO,DEN,7/10/2019 2:55:00 PM,7/8/2019 5:58:00 PM,7/8/2019 5:58:00 PM,301.6,2019-07-01T00:01:53,,,8,2,0,0,0,78,BAG1,38.0,30.0,INITIAL,CONTROL
41,7/1/2019 12:01:53 AM,95612980,ADT,2,WWWA,MSO,DEN,1,B,2,2,MSO,DEN,7/10/2019 2:55:00 PM,7/8/2019 5:58:00 PM,7/8/2019 5:58:00 PM,301.6,2019-07-01T00:01:53,,,1,2,611104162,1,2,84,COB1,38.0,25.0,INITIAL,CONTROL
42,7/1/2019 12:02:11 AM,95612726,ADT,2,WWWA,SNA,AUS,1,B,1,2,SNA,AUS,,7/1/2019 10:45:00 AM,7/1/2019 10:45:00 AM,168.3,2019-07-01T00:02:10,,,8,2,0,0,0,78,BAG1,36.0,30.0,INITIAL,PREMIUM
43,7/1/2019 12:02:11 AM,95612726,ADT,2,WWWA,SNA,AUS,1,B,1,2,SNA,AUS,,7/1/2019 10:45:00 AM,7/1/2019 10:45:00 AM,168.3,2019-07-01T00:02:10,,,1,2,0,0,0,84,COB1,33.0,25.0,INITIAL,PREMIUM
44,7/1/2019 12:02:29 AM,95612852,ADT,2,TCMM,DSM,MCO,4,M,2,1,MCO,DSM,1/19/2020 4:46:00 PM,1/9/2020 10:20:00 AM,1/19/2020 4:46:00 PM,952.0,2019-07-01T00:02:28,062,BD,8,1,0,0,0,78,BAG1,33.0,30.0,INITIAL,DISCOUNT
45,7/1/2019 12:02:29 AM,95612852,ADT,2,TCMM,DSM,MCO,4,M,2,1,MCO,DSM,1/19/2020 4:46:00 PM,1/9/2020 10:20:00 AM,1/19/2020 4:46:00 PM,952.0,2019-07-01T00:02:28,062,BD,1,1,0,0,0,84,COB1,39.0,25.0,INITIAL,DISCOUNT
46,7/1/2019 12:02:29 AM,95612852,ADT,2,TCMM,DSM,MCO,4,M,2,2,DSM,MCO,1/19/2020 4:46:00 PM,1/9/2020 10:20:00 AM,1/9/2020 10:20:00 AM,952.0,2019-07-01T00:02:28,062,BD,8,2,0,0,0,78,BAG1,33.0,30.0,INITIAL,DISCOUNT
47,7/1/2019 12:02:29 AM,95612852,ADT,2,TCMM,DSM,MCO,4,M,2,2,DSM,MCO,1/19/2020 4:46:00 PM,1/9/2020 10:20:00 AM,1/9/2020 10:20:00 AM,952.0,2019-07-01T00:02:28,062,BD,1,2,0,0,0,84,COB1,32.0,25.0,INITIAL,DISCOUNT
48,7/1/2019 12:02:45 AM,95612576,ADT,2,WWWA,LAS,TPA,1,D,1,2,LAS,TPA,,7/5/2019 8:59:00 PM,7/5/2019 8:59:00 PM,128.3,2019-07-01T00:02:44,,,8,2,0,0,0,78,BAG1,33.0,30.0,INITIAL,CONTROL
49,7/1/2019 12:02:45 AM,95612576,ADT,2,WWWA,LAS,TPA,1,D,1,2,LAS,TPA,,7/5/2019 8:59:00 PM,7/5/2019 8:59:00 PM,128.3,2019-07-01T00:02:44,,,1,2,0,0,0,84,COB1,33.0,25.0,INITIAL,CONTROL
50,7/1/2019 12:02:47 AM,95613191,ADT,2,WWWA,PHL,RSW,1,M,1,2,PHL,RSW,,7/14/2019 6:30:00 AM,7/14/2019 6:30:00 AM,133.3,2019-07-01T00:02:46,,,8,2,0,0,0,78,BAG1,33.0,30.0,INITIAL,CONTROL
51,7/1/2019 12:02:47 AM,95613191,ADT,2,WWWA,PHL,RSW,1,M,1,2,PHL,RSW,,7/14/2019 6:30:00 AM,7/14/2019 6:30:00 AM,133.3,2019-07-01T00:02:46,,,1,2,0,0,0,84,COB1,37.0,25.0,INITIAL,CONTROL
52,7/1/2019 12:03:00 AM,95110593,ADT,2,WWWA,SJC,LAS,1,T,2,4,LAS,SJC,7/1/2019 6:36:00 PM,6/24/2019 8:52:00 PM,7/1/2019 6:36:00 PM,122.6,2019-06-17T16:25:20,055,,6,4,0,0,0,78,BAG1,32.0,30.0,INITIAL,DISCOUNT
53,7/1/2019 12:03:00 AM,95110593,ADT,2,WWWA,SJC,LAS,1,T,2,4,LAS,SJC,7/1/2019 6:36:00 PM,6/24/2019 8:52:00 PM,7/1/2019 6:36:00 PM,122.6,2019-06-17T16:25:20,055,,0,4,0,0,0,84,COB1,37.0,25.0,INITIAL,DISCOUNT
54,7/1/2019 12:03:00 AM,95110593,ADT,2,WWWA,SJC,LAS,1,R,2,2,SJC,LAS,7/1/2019 6:36:00 PM,6/24/2019 8:52:00 PM,6/24/2019 8:52:00 PM,122.6,2019-06-17T16:25:20,055,,6,2,0,0,0,78,BAG1,29.0,30.0,INITIAL,DISCOUNT
55,7/1/2019 12:03:00 AM,95110593,ADT,2,WWWA,SJC,LAS,1,R,2,2,SJC,LAS,7/1/2019 6:36:00 PM,6/24/2019 8:52:00 PM,6/24/2019 8:52:00 PM,122.6,2019-06-17T16:25:20,055,,0,2,0,0,0,84,COB1,38.0,25.0,INITIAL,DISCOUNT
56,7/1/2019 12:03:04 AM,95612590,ADT,2,WWWA,MCO,BUF,3,Q,2,4,BUF,MCO,7/29/2019 8:16:00 PM,7/19/2019 4:34:00 PM,7/29/2019 8:16:00 PM,709.8,2019-07-01T00:03:04,,,8,4,0,0,0,78,BAG1,36.0,30.0,INITIAL,PREMIUM
57,7/1/2019 12:03:04 AM,95612590,ADT,2,WWWA,MCO,BUF,3,Q,2,4,BUF,MCO,7/29/2019 8:16:00 PM,7/19/2019 4:34:00 PM,7/29/2019 8:16:00 PM,709.8,2019-07-01T00:03:04,,,1,4,0,0,0,84,COB1,32.0,25.0,INITIAL,PREMIUM
58,7/1/2019 12:03:04 AM,95612590,ADT,2,WWWA,MCO,BUF,3,M,2,2,MCO,BUF,7/29/2019 8:16:00 PM,7/19/2019 4:34:00 PM,7/19/2019 4:34:00 PM,709.8,2019-07-01T00:03:04,,,8,2,0,0,0,78,BAG1,23.0,30.0,INITIAL,PREMIUM
59,7/1/2019 12:03:04 AM,95612590,ADT,2,WWWA,MCO,BUF,3,M,2,2,MCO,BUF,7/29/2019 8:16:00 PM,7/19/2019 4:34:00 PM,7/19/2019 4:34:00 PM,709.8,2019-07-01T00:03:04,,,1,2,0,0,0,84,COB1,37.0,25.0,INITIAL,PREMIUM
60,7/1/2019 12:03:32 AM,95612954,ADT,2,WWWA,OMA,PHL,2,Z,1,2,OMA,PHL,,7/5/2019 9:24:00 AM,7/5/2019 9:24:00 AM,136.6,2019-07-01T00:03:30,,,8,2,0,0,0,78,BAG1,33.0,30.0,INITIAL,CONTROL
61,7/1/2019 12:03:32 AM,95612954,ADT,2,WWWA,OMA,PHL,2,Z,1,2,OMA,PHL,,7/5/2019 9:24:00 AM,7/5/2019 9:24:00 AM,136.6,2019-07-01T00:03:30,,,1,2,0,0,0,84,COB1,32.0,25.0,INITIAL,CONTROL
62,7/1/2019 12:03:35 AM,95612757,ADT,2,WWWA,TPA,FSD,1,G,2,8,DEN,TPA,8/19/2019 11:35:00 AM,8/16/2019 2:06:00 PM,8/19/2019 11:59:00 PM,250.0,2019-07-01T00:03:35,,,8,8,0,0,0,78,BAG1,35.0,30.0,INITIAL,PREMIUM
63,7/1/2019 12:03:35 AM,95612757,ADT,2,WWWA,TPA,FSD,1,G,2,8,DEN,TPA,8/19/2019 11:35:00 AM,8/16/2019 2:06:00 PM,8/19/2019 11:59:00 PM,250.0,2019-07-01T00:03:35,,,1,8,0,0,0,84,COB1,34.0,25.0,INITIAL,PREMIUM
64,7/1/2019 12:03:35 AM,95612757,ADT,2,WWWA,TPA,FSD,1,G,2,6,FSD,DEN,8/19/2019 11:35:00 AM,8/16/2019 2:06:00 PM,8/19/2019 11:35:00 AM,250.0,2019-07-01T00:03:35,,,8,6,0,0,0,78,BAG1,39.0,30.0,INITIAL,PREMIUM
65,7/1/2019 12:03:35 AM,95612757,ADT,2,WWWA,TPA,FSD,1,G,2,6,FSD,DEN,8/19/2019 11:35:00 AM,8/16/2019 2:06:00 PM,8/19/2019 11:35:00 AM,250.0,2019-07-01T00:03:35,,,1,6,0,0,0,84,COB1,33.0,25.0,INITIAL,PREMIUM
66,7/1/2019 12:03:35 AM,95612757,ADT,2,WWWA,TPA,FSD,1,G,2,7,DEN,FSD,8/19/2019 11:35:00 AM,8/16/2019 2:06:00 PM,8/17/2019 8:13:00 AM,250.0,2019-07-01T00:03:35,,,8,7,0,0,0,78,BAG1,38.0,30.0,INITIAL,PREMIUM
67,7/1/2019 12:03:35 AM,95612757,ADT,2,WWWA,TPA,FSD,1,G,2,7,DEN,FSD,8/19/2019 11:35:00 AM,8/16/2019 2:06:00 PM,8/17/2019 8:13:00 AM,250.0,2019-07-01T00:03:35,,,1,7,0,0,0,84,COB1,41.0,25.0,INITIAL,PREMIUM
68,7/1/2019 12:03:35 AM,95612757,ADT,2,WWWA,TPA,FSD,1,G,2,5,TPA,DEN,8/19/2019 11:35:00 AM,8/16/2019 2:06:00 PM,8/16/2019 2:06:00 PM,250.0,2019-07-01T00:03:35,,,8,5,0,0,0,78,BAG1,36.0,30.0,INITIAL,PREMIUM
69,7/1/2019 12:03:35 AM,95612757,ADT,2,WWWA,TPA,FSD,1,G,2,5,TPA,DEN,8/19/2019 11:35:00 AM,8/16/2019 2:06:00 PM,8/16/2019 2:06:00 PM,250.0,2019-07-01T00:03:35,,,1,5,0,0,0,84,COB1,50.0,25.0,INITIAL,PREMIUM
70,7/1/2019 12:03:57 AM,95612928,ADT,2,WWWA,MCO,IAH,1,R,1,2,MCO,IAH,,8/22/2019 8:06:00 PM,8/22/2019 8:06:00 PM,53.3,2019-07-01T00:03:56,,,1,2,0,0,0,84,COB1,32.0,25.0,INITIAL,CONTROL
71,7/1/2019 12:03:57 AM,95612928,ADT,2,WWWA,MCO,IAH,1,R,1,2,MCO,IAH,,8/22/2019 8:06:00 PM,8/22/2019 8:06:00 PM,53.3,2019-07-01T00:03:56,,,8,2,611080538,1,2,78,BAG1,38.0,30.0,INITIAL,CONTROL
72,7/1/2019 12:04:01 AM,95614662,ADT,2,WWWA,MIA,LGA,1,R,2,4,LGA,MIA,11/17/2019 10:45:00 PM,11/15/2019 6:43:00 PM,11/17/2019 10:45:00 PM,116.6,2019-07-01T00:04:00,,,8,4,0,0,0,78,BAG1,33.0,30.0,INITIAL,CONTROL
73,7/1/2019 12:04:01 AM,95614662,ADT,2,WWWA,MIA,LGA,1,R,2,4,LGA,MIA,11/17/2019 10:45:00 PM,11/15/2019 6:43:00 PM,11/17/2019 10:45:00 PM,116.6,2019-07-01T00:04:00,,,1,4,0,0,0,84,COB1,36.0,25.0,INITIAL,CONTROL
74,7/1/2019 12:04:01 AM,95614662,ADT,2,WWWA,MIA,LGA,1,R,2,3,MIA,LGA,11/17/2019 10:45:00 PM,11/15/2019 6:43:00 PM,11/15/2019 6:43:00 PM,116.6,2019-07-01T00:04:00,,,8,3,0,0,0,78,BAG1,34.0,30.0,INITIAL,CONTROL
75,7/1/2019 12:04:01 AM,95614662,ADT,2,WWWA,MIA,LGA,1,R,2,3,MIA,LGA,11/17/2019 10:45:00 PM,11/15/2019 6:43:00 PM,11/15/2019 6:43:00 PM,116.6,2019-07-01T00:04:00,,,1,3,0,0,0,84,COB1,38.0,25.0,INITIAL,CONTROL
76,7/1/2019 12:04:07 AM,95612994,ADT,2,WWWM,DEN,FLL,2,M,2,2,FLL,DEN,9/15/2019 1:18:00 PM,9/13/2019 6:15:00 AM,9/15/2019 1:18:00 PM,423.2,2019-07-01T00:04:06,,,1,2,0,0,0,84,COB1,33.0,25.0,INITIAL,CONTROL
77,7/1/2019 12:04:07 AM,95612994,ADT,2,WWWM,DEN,FLL,2,M,2,2,FLL,DEN,9/15/2019 1:18:00 PM,9/13/2019 6:15:00 AM,9/15/2019 1:18:00 PM,423.2,2019-07-01T00:04:06,,,8,2,611105276,1,2,78,BAG1,37.0,30.0,INITIAL,CONTROL
78,7/1/2019 12:04:07 AM,95612994,ADT,2,WWWM,DEN,FLL,2,T,2,4,DEN,FLL,9/15/2019 1:18:00 PM,9/13/2019 6:15:00 AM,9/13/2019 6:15:00 AM,423.2,2019-07-01T00:04:06,,,1,4,0,0,0,84,COB1,38.0,25.0,INITIAL,CONTROL
79,7/1/2019 12:04:07 AM,95612994,ADT,2,WWWM,DEN,FLL,2,T,2,4,DEN,FLL,9/15/2019 1:18:00 PM,9/13/2019 6:15:00 AM,9/13/2019 6:15:00 AM,423.2,2019-07-01T00:04:06,,,8,4,611105277,1,2,78,BAG1,38.0,30.0,INITIAL,CONTROL
80,7/1/2019 12:04:13 AM,95612874,ADT,2,TCMM,SAT,SAN,3,D,1,2,SAT,SAN,,7/14/2019 9:12:00 AM,7/14/2019 9:12:00 AM,371.94,2019-07-01T00:02:19,036,BD,1,2,0,0,0,84,COB1,35.0,25.0,INITIAL,CONTROL
81,7/1/2019 12:04:13 AM,95612874,ADT,2,TCMM,SAT,SAN,3,D,1,2,SAT,SAN,,7/14/2019 9:12:00 AM,7/14/2019 9:12:00 AM,371.94,2019-07-01T00:02:19,036,BD,8,2,611093846,1,2,78,BAG1,37.0,30.0,INITIAL,CONTROL
82,7/1/2019 12:04:15 AM,95615744,ADT,2,WWWM,CLT,PVD,4,W,2,8,PVD,CLT,8/12/2019 5:52:00 PM,7/27/2019 10:49:00 AM,8/12/2019 5:52:00 PM,436.4,2019-07-01T00:01:18,,,8,8,0,0,0,78,BAG1,38.0,30.0,INITIAL,DISCOUNT
83,7/1/2019 12:04:15 AM,95615744,ADT,2,WWWM,CLT,PVD,4,W,2,8,PVD,CLT,8/12/2019 5:52:00 PM,7/27/2019 10:49:00 AM,8/12/2019 5:52:00 PM,436.4,2019-07-01T00:01:18,,,1,8,0,0,0,84,COB1,37.0,25.0,INITIAL,DISCOUNT
84,7/1/2019 12:04:15 AM,95615744,ADT,2,WWWM,CLT,PVD,4,R,2,5,CLT,PVD,8/12/2019 5:52:00 PM,7/27/2019 10:49:00 AM,7/27/2019 10:49:00 AM,436.4,2019-07-01T00:01:18,,,8,5,0,0,0,78,BAG1,37.0,30.0,INITIAL,DISCOUNT
85,7/1/2019 12:04:15 AM,95615744,ADT,2,WWWM,CLT,PVD,4,R,2,5,CLT,PVD,8/12/2019 5:52:00 PM,7/27/2019 10:49:00 AM,7/27/2019 10:49:00 AM,436.4,2019-07-01T00:01:18,,,1,5,0,0,0,84,COB1,33.0,25.0,INITIAL,DISCOUNT
